Node Type,P,Nelem,DoF,L_inf error,L_inf EOC,L1 error,L1 EOC,L2 error,L2 EOC,Sim. time (s)
CGL,2,32,193,3.032149878928747e-06,4.95559806003278,0.001976556687696831,4.932499844796791,5.686691773627818e-05,4.943712724590094,0.178759567
CGL,2,64,385,8.887064723017701e-08,5.092490262230312,5.8525695108981184e-05,5.077775357745822,1.6778199849746117e-06,5.08292976942586,0.367031741
CGL,2,128,769,2.570348961450364e-09,5.111670850906015,1.6953224628295397e-06,5.109438548504075,4.856516125009176e-08,5.11052237383853,0.801819503
CGL,2,256,1537,1.4554207838912703e-10,4.142456015856817,1.0383841451998855e-07,4.029147545074868,3.014443307750601e-09,4.0099582496253126,1.633103946
CGL,2,512,3073,9.199493944400672e-11,0.6618099109760264,8.339919563286179e-08,0.316234886137403,2.1972176554001838e-09,0.4562138074829922,3.3297689100000003
CGL,3,1,9,0.17738136858409215,,178.005307712737,,3.976158601295051,,0.0028990780000000002
CGL,3,2,17,0.0566367153981219,1.6470449777979097,57.7313972023731,1.6244922130485295,1.3762690731235259,1.530612746748852,0.006983567
CGL,3,4,33,0.004948244294147738,3.5167489670367305,3.887258028686304,3.8925313622703,0.10172787531961043,3.7579755940112722,0.02113659
CGL,3,8,65,8.022977892119254e-05,5.946635095689751,0.057257937107187476,6.085133370183448,0.0015758430185877092,6.012447423873934,0.050519137000000006
CGL,3,16,129,1.1831782914528688e-06,6.083398428981287,0.0008600436849005502,6.05692194187213,2.36938745981685e-05,6.055465876105383,0.128862441
CGL,3,32,257,1.801446589122513e-08,6.037367799392591,1.346084077187504e-05,5.997569512222922,3.757361169398369e-07,5.978650528802038,0.280249032
CGL,3,64,513,3.6830666294562775e-10,5.612104570962032,2.5462963417234367e-07,5.724224382114357,7.168070373169131e-09,5.7119911875623135,0.5837826810000001
CGL,3,128,1025,9.253556254584794e-11,1.992827674298766,8.45360535892121e-08,1.5907616625084815,2.222052203454476e-09,1.6896920903845576,1.222587431
CGL,4,1,11,0.1503783014533676,,144.5948957735815,,3.3600352620904963,,0.004102518
CGL,4,2,21,0.02990337986773337,2.3302159499347925,27.816330998294994,2.378012581155734,0.6844218946614838,2.29551855602942,0.010625815
CGL,4,4,41,0.0005885665162343179,5.666959276703954,0.4400318089642342,5.982180512416142,0.011590604877594437,5.883858149204935,0.032956605
CGL,4,8,81,3.6105635921792473e-06,7.348837606261394,0.001978842290802347,7.796807369175498,5.6973030581144637e-05,7.668460992835118,0.08420440100000001
CGL,4,16,161,1.4620370580864517e-08,7.948100362868837,9.408306450734342e-06,7.7165058692188175,2.8590184604839365e-07,7.638615404293796,0.19656158
CGL,4,32,321,8.650402616439123e-11,7.400996882450002,7.65376837031026e-08,6.94162100200492,1.8967711606211494e-09,7.235830492453552,0.421741607
CGL,4,64,641,1.335787869205518e-10,-0.6268517308287577,7.606181271050416e-08,0.008997918901530165,2.1461102129262243e-09,-0.178178534519669,0.8899752830000001
CGL,5,1,13,0.14091175972099684,,110.28598138363961,,2.711414427049307,,0.0052670980000000004
CGL,5,2,25,0.013282848433673389,3.4071555530922852,11.303480198911275,3.286410485710482,0.288815181055181,3.230827157213578,0.014809333000000001
CGL,5,4,49,8.66416223437496e-05,7.260288585207497,0.0531914122325469,7.731357972259202,0.0014878403107946203,7.600783075715762,0.045083609000000004
CGL,5,8,97,1.2692099471758866e-07,9.414985713852364,9.165844192975552e-05,9.18070986365145,2.4955572434581507e-06,9.219641978662992,0.110473209
CGL,5,16,193,2.2873955160540582e-10,9.116009172612264,1.485904005027417e-07,9.26878303644431,4.330084945855511e-09,9.17075095419399,0.272475405
CGL,5,32,385,7.812014923835875e-11,1.5499392348717573,7.826578984644108e-08,0.9248871702290035,2.0440086319103643e-09,1.082994038604289,0.5897063800000001
CGL,5,64,769,1.1720197035103297e-10,-0.585230213535414,8.705251645001264e-08,-0.15350416281058413,2.4159732354210088e-09,-0.24120318348732692,1.251317567
LGL,1,1,5,0.16455967897748017,,238.68340890231786,,4.821627724461074,,0.001242419
LGL,1,2,9,0.1188580287103809,0.4693715257653708,157.68214111444485,0.5980790153663603,3.334166795054418,0.5321939870526078,0.002788729
LGL,1,4,17,0.07412605984559659,0.6811866264067438,72.73694088778852,1.1162591150478016,1.7141779435451452,0.9598093994398303,0.006824677
LGL,1,8,33,0.02724054377881667,1.4442253244093373,21.608757231727736,1.7510721494089239,0.565558105323675,1.5997697198284735,0.016539783000000002
LGL,1,16,65,0.0070208903446855875,1.9560296022204366,5.066793644052375,2.0924711235982456,0.13895481921380629,2.025059383245567,0.041568281000000006
LGL,1,32,129,0.001678727631750393,2.064285818992459,1.1940882860942894,2.085163565607034,0.03293077282183935,2.077107596058335,0.09959596400000001
LGL,1,64,257,0.0004060774297881542,2.0475414284623152,0.28673403059004365,2.0581244637180482,0.007939254115251211,2.052360990471778,0.215170841
LGL,1,128,513,9.969971450052295e-05,2.026093564529014,0.07004308537274204,2.033398598313241,0.0019446396460125971,2.029500634530202,0.45745608000000004
LGL,1,256,1025,2.4701397279003334e-05,2.01299672057665,0.01730176893533539,2.0173230886188196,0.00048110657251476983,2.0150744258131983,0.943103918
LGL,1,512,2049,6.148848218090475e-06,2.0062045527516235,0.004300014629568747,2.0085060734579425,0.00011966841597919592,2.007314075772315,1.960725553
LGL,2,1,7,0.15611800713281904,,217.13092190830324,,4.530255298629849,,0.002181939
LGL,2,2,13,0.08687293802048604,0.8456582167725435,101.91750819583787,1.0911632863750576,2.3123168532751324,0.970253252696966,0.004896597
LGL,2,4,25,0.0244576274657978,1.828622369207532,22.13154661876834,2.2032257307360634,0.560988120422261,2.043296976180085,0.013185464000000001
LGL,2,8,49,0.0022787437873320326,3.4239738326383486,1.5691819970925063,3.818019680525659,0.0447163158998646,3.6490969833734557,0.032675105
LGL,2,16,97,9.408801956134472e-05,4.598083879691913,0.06035867275333862,4.700307796330352,0.0017501106581909627,4.6752832813361715,0.08015472400000001
LGL,2,32,193,3.0321498833418836e-06,4.955598058265823,0.001976556688264431,4.932499844509895,5.686691781110768e-05,4.943712722958711,0.18033828600000001
LGL,2,64,385,8.887066185736536e-08,5.092490026877433,5.852569856585504e-05,5.077775272946012,1.6778202074182776e-06,5.082929580053233,0.374180357
LGL,2,128,769,2.570363533127562e-09,5.11166290953658,1.6953263367149756e-06,5.109435337101137,4.856537279539372e-08,5.110516280878526,0.793318827
LGL,2,256,1537,1.455444931242056e-10,4.142440258663541,1.0383866742707662e-07,4.029147327892521,3.014432297377302e-09,4.009969803366613,1.636387301
LGL,2,512,3073,9.199738193466089e-11,0.6617955435542833,8.340054968813331e-08,0.31621497677362553,2.1972604413555156e-09,0.4561804449504255,3.3518971310000003
LGL,3,1,9,0.17738136858368872,,178.00530771331114,,3.9761586013129664,,0.0028521690000000003
LGL,3,2,17,0.05663671539581361,1.6470449778534269,57.73139719143737,1.6244922133264648,1.3762690732565892,1.5306127466158665,0.007139277
LGL,3,4,33,0.004948244293965599,3.5167489670310355,3.8872580292039713,3.8925313618048945,0.10172787534197195,3.757975593833629,0.02132583
LGL,3,8,65,8.022977913244023e-05,5.946635091837983,0.05725793765666476,6.0851333565307115,0.001575843034907419,6.012447409250258,0.050489997
LGL,3,16,129,1.1831784477167595e-06,6.083398242241359,0.0008600432195230044,6.056922736372753,2.369385901783319e-05,6.055466839716689,0.126988182
LGL,3,32,257,1.801465421280568e-08,6.0373529082078665,1.3460714899723123e-05,5.997582222253327,3.757340799300609e-07,5.978657401556563,0.277757023
LGL,3,64,513,3.679389293242963e-10,5.613560822646975,2.547554960918583e-07,5.723497952003664,7.168710712146346e-09,5.711854492875984,0.5818726040000001
LGL,3,128,1025,9.314121696135658e-11,1.9819746896447168,8.425569022569878e-08,1.5962672440021286,2.2170873569693985e-09,1.6930480585780547,1.237645173
LGL,4,1,11,0.15037830145457776,,144.59489577060373,,3.3600352620587546,,0.004142538
LGL,4,2,21,0.029903379871014008,2.330215949788127,27.81633099919966,2.3780125810791026,0.6844218946307368,2.295518556080603,0.010774985
LGL,4,4,41,0.0005885665162157008,5.666959276907863,0.440031813237492,5.982180498452694,0.011590604978695613,5.883858136555951,0.032915145
LGL,4,8,81,3.6105636055834556e-06,7.348837600859758,0.001978842396175039,7.796807306362839,5.697303041587456e-05,7.668461009604328,0.082992512
LGL,4,16,161,1.4600365222383616e-08,7.950075789800479,9.38881262035182e-06,7.71949828358004,2.858397291333686e-07,7.6389288835757805,0.191814902
LGL,4,32,321,8.707409793196064e-11,7.389545120773006,8.789891257883452e-08,6.738953587647354,2.149351710730717e-09,7.055161063153051,0.41867643800000004
LGL,4,64,641,1.3257411834999289e-10,-0.606483627232576,7.544061389164045e-08,0.22050390163930428,2.12525510070446e-09,0.01626555590530206,0.889753083
LGL,5,1,13,0.1409117597218816,,110.28598138433986,,2.71141442706121,,0.005346737000000001
LGL,5,2,25,0.013282848418339929,3.4071555547667627,11.303480207976131,3.2864104845626696,0.28881518100888154,3.2308271574511873,0.014996243000000001
LGL,5,4,49,8.66416237296462e-05,7.260288560465107,0.05319139566506311,7.731358422771239,0.001487840169699286,7.600783212298597,0.047103189000000004
LGL,5,8,97,1.269084649660468e-07,9.415128168075428,9.164585092264897e-05,9.18090760914778,2.495452696027027e-06,9.219702282546162,0.111946558
LGL,5,16,193,2.273461176260927e-10,9.124682219269156,1.5819014379292846e-07,9.178266043024038,4.4591662701448535e-09,9.128311846117333,0.268726306
LGL,5,32,385,7.875844421079137e-11,1.5293838497603658,7.884567390598731e-08,1.0045562092453226,2.0567656134320507e-09,1.1163965994013219,0.584663173
LGL,5,64,769,1.1824763390677617e-10,-0.5863047983081597,8.693268163245136e-08,-0.14086704885931267,2.4202786402966563e-09,-0.23479575532108787,1.26450043
